0,パワーフラワー,flower_red3.fbx,10.500000,6.300000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
0,パワーフラワー,flower_red3.fbx,5.400000,6.600000,-18.600000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
0,パワーフラワー,flower_red3.fbx,58.799999,7.500000,22.200001,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
0,パワーフラワー,flower_red3.fbx,57.599998,5.600000,146.100006,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
0,パワーフラワー,flower_red3.fbx,-41.099998,3.400000,102.300003,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
0,パワーフラワー,flower_red3.fbx,-207.600006,4.600000,-62.700001,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
0,パワーフラワー,flower_red3.fbx,-250.199997,3.500000,-136.800003,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
0,パワーフラワー,flower_red3.fbx,-307.200012,1.200000,-12.300000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
1,魔力草,Maryokusou.fbx,-189.600006,3.900000,-35.099998,0.000000,0.000000,0.000000,1.500000,1.000000,1.500000
1,魔力草,Maryokusou.fbx,-290.100006,2.400000,-146.399994,0.000000,0.000000,0.000000,1.500000,1.000000,1.500000
1,魔力草,Maryokusou.fbx,-269.399994,3.000000,-97.199997,0.000000,0.000000,0.000000,1.500000,1.000000,1.500000
7,ガチガチの実,GatiGatinomi.fbx,97.199997,6.400000,182.699997,0.000000,0.000000,0.000000,3.000000,1.000000,3.000000
7,ガチガチの実,GatiGatinomi.fbx,136.199997,6.600000,235.199997,0.000000,0.000000,0.000000,3.000000,1.000000,3.000000
12,スピードハーブ,SpeedHarb.fbx,246.600006,10.500000,87.599998,0.000000,0.000000,0.000000,8.000000,1.000000,8.000000
12,スピードハーブ,SpeedHarb.fbx,117.000000,2.300000,291.000000,0.000000,0.000000,0.000000,8.000000,1.000000,8.000000
12,スピードハーブ,SpeedHarb.fbx,285.899994,8.400000,157.500000,-0.000000,-0.515786,0.000000,8.000000,2.600000,8.000000
9,マグサ,Magusa.fbx,142.500000,10.000000,61.500000,0.041876,0.000000,0.000000,2.000000,1.000000,2.000000
9,マグサ,Magusa.fbx,181.199997,3.000000,262.799988,-0.000000,-0.770513,0.000000,2.000000,1.000000,2.000000
9,マグサ,Magusa.fbx,310.500000,7.400000,181.500000,0.000000,0.000000,0.000000,2.000000,1.000000,2.000000
14,ウン菖蒲,Unshoubu.fbx,124.800003,36.299999,-120.000000,0.091188,0.004314,0.179644,2.000000,3.300000,2.000000
14,ウン菖蒲,Unshoubu.fbx,207.000000,26.100000,-69.900002,0.117512,0.020797,-0.002462,2.000000,2.800000,2.000000
14,ウン菖蒲,Unshoubu.fbx,306.000000,18.299999,-30.000000,0.000000,0.000000,0.000000,2.000000,1.000000,2.000000
5,バキバキハーブ,BakiBakiHarb.fbx,195.000000,60.599998,-176.699997,0.000000,0.000000,0.000000,4.000000,2.000000,4.000000
5,バキバキハーブ,BakiBakiHarb.fbx,196.199997,60.000000,-210.600006,-0.087156,0.000000,0.000000,4.000000,2.000000,4.000000
5,バキバキハーブ,BakiBakiHarb.fbx,126.599998,49.400002,-200.399994,0.000000,0.000000,0.147809,4.000000,2.000000,4.000000
7,ガチガチの実,GatiGatinomi.fbx,-258.899994,3.300000,-252.600006,0.000000,0.000000,0.000000,3.000000,1.000000,3.000000
7,ガチガチの実,GatiGatinomi.fbx,-48.599998,11.100000,-218.100006,0.000000,0.000000,0.000000,3.000000,1.000000,3.000000
6,オニノウデ,Oninoude.fbx,0.000000,10.800000,-140.100006,0.000000,0.000000,0.000000,2.000000,1.000000,2.000000
6,オニノウデ,Oninoude.fbx,-59.700001,12.800000,-290.700012,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
6,オニノウデ,Oninoude.fbx,-227.399994,2.500000,-13.200000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
3,ハーヤ草,plant_bushDetailed.fbx,-190.800003,5.400000,-120.300003,0.000000,0.000000,0.000000,2.500000,1.000000,2.500000
3,ハーヤ草,plant_bushDetailed.fbx,-55.200001,9.900000,-154.500000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
13,ケンコン大根,KenkonDaikon.fbx,-290.399994,1.500000,-4.200000,0.000000,0.000000,0.000000,1.800000,4.000000,1.800000
13,ケンコン大根,KenkonDaikon.fbx,-298.200012,1.200000,6.900000,0.000000,0.000000,0.000000,1.800000,4.000000,1.000000
13,ケンコン大根,KenkonDaikon.fbx,-221.699997,2.400000,18.299999,0.000000,0.000000,0.000000,1.800000,4.000000,1.800000
2,ラッキーキノコ,mushroom_brownGroup.fbx,-165.899994,0.600000,149.699997,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
2,ラッキーキノコ,mushroom_brownGroup.fbx,-165.300003,-0.100000,301.200012,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
4,力茸,Tikaratake.fbx,-106.500000,-0.100000,254.100006,0.000000,0.000000,0.000000,2.000000,1.000000,2.000000
4,力茸,Tikaratake.fbx,-92.099998,0.000000,234.600006,0.000000,0.000000,0.000000,2.000000,1.000000,2.000000
8,石茸,Ishitake.fbx,-308.700012,0.000000,156.899994,0.000000,0.000000,0.000000,2.000000,1.000000,2.000000
8,石茸,Ishitake.fbx,-187.500000,0.000000,215.699997,0.000000,0.000000,0.000000,2.000000,1.000000,2.000000
10,アクマノカンムリ,DevilCrown.fbx,-245.399994,0.000000,236.399994,0.000000,0.000000,0.000000,2.000000,1.000000,2.000000
11,セッカ草,Sekasou.fbx,181.199997,60.900002,-189.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
