1,魔力草,Maryokusou.fbx,-73.800003,0.000000,33.299999,0.000000,0.000000,0.000000,2.100000,1.000000,2.100000
1,魔力草,Maryokusou.fbx,-70.199997,0.000000,25.500000,0.000000,0.000000,0.000000,2.100000,1.000000,2.100000
1,魔力草,Maryokusou.fbx,-80.400002,0.000000,24.900000,0.000000,0.000000,0.000000,2.100000,1.000000,2.100000
1,魔力草,Maryokusou.fbx,-78.599998,0.000000,36.900002,0.000000,0.000000,0.000000,2.100000,1.000000,2.100000
4,力茸,Tikaratake.fbx,44.400002,0.000000,56.400002,0.000000,0.000000,0.000000,2.100000,1.000000,2.100000
4,力茸,Tikaratake.fbx,39.299999,0.000000,49.799999,0.000000,0.000000,0.000000,2.100000,1.000000,2.100000
3,ハーヤ草,plant_bushDetailed.fbx,4.800000,0.000000,-24.900000,0.000000,0.000000,0.000000,2.900000,1.000000,3.000000
4,力茸,Tikaratake.fbx,24.299999,0.000000,70.500000,0.000000,0.000000,0.000000,2.100000,1.000000,2.100000
8,石茸,Ishitake.fbx,109.800003,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,1.000000,3.000000
8,石茸,Ishitake.fbx,90.599998,0.000000,-13.500000,0.000000,0.000000,0.000000,3.000000,1.000000,3.000000
6,オニノウデ,Oninoude.fbx,-39.900002,0.000000,-97.199997,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
6,オニノウデ,Oninoude.fbx,-43.799999,0.000000,-86.400002,0.000000,-0.838671,0.000000,1.000000,1.000000,1.000000
7,ガチガチの実,GatiGatinomi.fbx,47.099998,0.000000,-24.299999,0.000000,0.000000,0.000000,2.500000,1.000000,2.500000
10,アクマノカンムリ,DevilCrown.fbx,135.300003,-51.299999,105.300003,0.000000,0.000000,0.000000,1.300000,6.600000,1.500000
10,アクマノカンムリ,DevilCrown.fbx,82.199997,-38.700001,-121.199997,0.000000,0.000000,0.000000,1.300000,6.600000,1.500000
14,ウン菖蒲,Unshoubu.fbx,-18.600000,18.900000,126.599998,-0.208321,-0.031635,-0.101828,2.800000,3.700000,3.100000
13,ケンコン大根,KenkonDaikon.fbx,-48.599998,0.000000,-36.599998,0.000000,0.000000,0.000000,2.000000,1.000000,2.000000
13,ケンコン大根,KenkonDaikon.fbx,-55.200001,0.000000,-28.799999,0.000000,0.000000,0.000000,2.000000,1.000000,2.000000
0,パワーフラワー,flower_red3.fbx,-140.699997,0.000000,34.500000,0.000000,0.000000,0.000000,0.500000,1.000000,0.500000
1,魔力草,Maryokusou.fbx,-71.099998,0.000000,54.900002,0.000000,0.000000,0.000000,2.100000,1.000000,2.100000
9,マグサ,Magusa.fbx,-44.099998,0.000000,13.500000,0.000000,0.000000,0.000000,1.500000,1.000000,1.500000
9,マグサ,Magusa.fbx,-37.799999,0.000000,18.900000,0.000000,0.000000,0.000000,1.500000,1.000000,1.500000
12,スピードハーブ,SpeedHarb.fbx,172.800003,0.000000,-2.700000,0.000000,0.000000,0.000000,8.000000,1.000000,8.000000
12,スピードハーブ,SpeedHarb.fbx,159.600006,0.000000,-30.000000,0.000000,0.000000,0.000000,8.000000,1.000000,8.000000
2,ラッキーキノコ,mushroom_brownGroup.fbx,-27.600000,0.000000,-147.899994,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
2,ラッキーキノコ,mushroom_brownGroup.fbx,-33.299999,0.000000,-132.600006,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
2,ラッキーキノコ,mushroom_brownGroup.fbx,-39.299999,0.000000,-141.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
5,バキバキハーブ,BakiBakiHarb.fbx,-124.800003,0.000000,65.400002,0.000000,0.000000,0.000000,4.600000,1.000000,4.600000
5,バキバキハーブ,BakiBakiHarb.fbx,-115.199997,0.000000,75.000000,0.000000,0.000000,0.000000,4.600000,1.000000,4.600000
11,セッカ草,Sekasou.fbx,9.000000,0.000000,-194.399994,0.000000,0.000000,0.000000,1.000000,5.300000,1.000000
